reference_no,company_name,job_title,min_experience,avg_salary,min_salary,max_salary,num_of_jobs,job_title_normalized,experience_level
3920.0,D2L Pharma Research Solutions,Senior Data Analyst,4.0,4.3,3.4,5.2,7.0,Senior Data Analyst,Mid
1699.0,HARMAN,Senior Data Analyst,5.0,9.4,6.5,12.2,7.0,Senior Data Analyst,Mid
7242.0,Vaco Binary Semantics,Senior Data Analyst,1.0,5.0,3.5,6.8,7.0,Senior Data Analyst,Junior
1250.0,B3Intelligence,Senior Data Analyst,3.0,6.8,4.0,8.5,7.0,Senior Data Analyst,Mid
8278.0,Sapient Corporation,Senior Data Analyst,3.0,12.1,5.1,20.8,7.0,Senior Data Analyst,Mid
3960.0,Legato Health Technologies,Senior Data Analyst,6.0,14.3,11.7,21.0,7.0,Senior Data Analyst,Senior
3800.0,Fidelity National Financial,Senior Data Analyst,2.0,4.9,3.5,6.2,7.0,Senior Data Analyst,Junior
4574.0,Zomato,Senior Data Analyst,0.0,6.2,5.5,7.3,7.0,Senior Data Analyst,
6952.0,Symphony Retail AI,Senior Data Analyst,3.0,10.5,10.0,11.0,7.0,Senior Data Analyst,Mid
2082.0,Myntra,Senior Data Analyst,5.0,11.9,7.5,23.0,7.0,Senior Data Analyst,Mid
2160.0,KPI Partners,Senior Data Analyst,6.0,13.9,11.0,16.0,7.0,Senior Data Analyst,Senior
6774.0,Reliance Retail,Senior Data Analyst,2.0,6.0,4.5,6.8,7.0,Senior Data Analyst,Junior
8484.0,Publicis,Senior Data Analyst,3.0,14.9,7.5,20.0,7.0,Senior Data Analyst,Mid
5173.0,TEKsystems,Senior Data Analyst,4.0,12.2,10.0,13.5,7.0,Senior Data Analyst,Mid
5395.0,Mobile Premier League,Senior Data Analyst,1.0,25.2,20.0,28.0,7.0,Senior Data Analyst,Junior
4791.0,Citigroup,Senior Data Analyst,2.0,17.0,14.0,21.0,7.0,Senior Data Analyst,Junior
1331.0,LearningMate Solutions,Senior Data Analyst,4.0,9.1,8.0,10.8,6.0,Senior Data Analyst,Mid
7095.0,Encore Capital Group,Senior Data Analyst,3.0,8.5,7.5,9.1,6.0,Senior Data Analyst,Mid
8186.0,MResult Services,Senior Data Analyst,5.0,8.4,7.0,9.0,6.0,Senior Data Analyst,Mid
7897.0,XL Catlin,Senior Data Analyst,3.0,14.9,11.8,17.4,6.0,Senior Data Analyst,Mid
8636.0,Williams Lea Tag,Senior Data Analyst,5.0,6.6,5.0,9.0,6.0,Senior Data Analyst,Mid
3326.0,Ninjacart,Senior Data Analyst,2.0,6.7,6.0,9.5,6.0,Senior Data Analyst,Junior
6243.0,Bajaj Finserv,Senior Data Analyst,3.0,11.4,9.4,15.0,6.0,Senior Data Analyst,Mid
7539.0,Collegedunia,Senior Data Analyst,1.0,4.3,3.6,5.0,6.0,Senior Data Analyst,Junior
8127.0,Arthur J. Gallagher & Co,Senior Data Analyst,3.0,5.5,5.0,6.6,6.0,Senior Data Analyst,Mid
4568.0,Athenahealth Technology,Senior Data Analyst,6.0,6.1,5.6,6.6,6.0,Senior Data Analyst,Senior
8924.0,ADP Solutions,Senior Data Analyst,3.0,10.0,4.5,17.5,6.0,Senior Data Analyst,Mid
2900.0,UST,Senior Data Analyst,5.0,10.4,6.0,12.0,6.0,Senior Data Analyst,Mid
1261.0,L&T Infotech,Senior Data Engineer,2.0,11.0,6.0,17.0,729.0,Senior Data Engineer,Junior
6075.0,Quantiphi Analytics Solutions,Senior Data Engineer,2.0,15.0,9.5,22.5,137.0,Senior Data Engineer,Junior
3355.0,IBM,Senior Data Engineer,3.0,16.9,10.0,25.0,112.0,Senior Data Engineer,Mid
2019.0,Maersk,Senior Data Engineer,5.0,21.1,13.4,31.0,110.0,Senior Data Engineer,Mid
5441.0,Optum,Senior Data Engineer,5.0,16.5,11.9,21.0,83.0,Senior Data Engineer,Mid
7401.0,Accenture,Senior Data Engineer,3.0,14.3,9.5,22.9,83.0,Senior Data Engineer,Mid
7834.0,TCS,Senior Data Engineer,5.0,13.3,7.9,20.9,65.0,Senior Data Engineer,Mid
5687.0,Wells Fargo India,Senior Data Engineer,7.0,21.9,16.9,31.5,64.0,Senior Data Engineer,Senior
3153.0,Altimetrik,Senior Data Engineer,4.0,15.2,9.5,21.1,56.0,Senior Data Engineer,Mid
3909.0,Coforge,Senior Data Engineer,4.0,15.3,12.0,18.6,53.0,Senior Data Engineer,Mid
2794.0,Cognizant,Senior Data Engineer,4.0,15.1,9.0,23.0,51.0,Senior Data Engineer,Mid
5391.0,Sapient Corporation,Senior Data Engineer,4.0,19.4,15.0,26.0,51.0,Senior Data Engineer,Mid
3669.0,Fractal Analytics,Senior Data Engineer,4.0,21.8,16.0,30.0,49.0,Senior Data Engineer,Mid
1037.0,Enquero,Senior Data Engineer,2.0,15.8,11.5,20.0,46.0,Senior Data Engineer,Junior
3471.0,Walmart,Senior Data Engineer,6.0,35.7,23.0,49.3,44.0,Senior Data Engineer,Senior
5772.0,Shell,Senior Data Engineer,3.0,23.3,11.2,36.0,42.0,Senior Data Engineer,Mid
4234.0,UnitedHealth,Senior Data Engineer,5.0,16.1,12.2,25.0,42.0,Senior Data Engineer,Mid
8386.0,Wipro,Senior Data Engineer,4.0,13.1,8.0,20.0,40.0,Senior Data Engineer,Mid
4606.0,Larsen & Toubro Limited,Senior Data Engineer,2.0,10.4,6.5,16.0,40.0,Senior Data Engineer,Junior
6867.0,Mindtree,Senior Data Engineer,2.0,6.7,5.8,10.0,36.0,Senior Data Engineer,Junior
2016.0,Capgemini,Senior Data Engineer,3.0,16.4,6.8,23.5,35.0,Senior Data Engineer,Mid
1684.0,Teradata,Senior Data Engineer,5.0,13.5,10.0,18.6,34.0,Senior Data Engineer,Mid
5605.0,Visa,Senior Data Engineer,3.0,27.3,20.0,32.6,31.0,Senior Data Engineer,Mid
6184.0,Ernst & Young,Senior Data Engineer,3.0,18.5,12.0,28.5,30.0,Senior Data Engineer,Mid
3549.0,Concentrix Corporation,Senior Data Engineer,2.0,5.4,4.2,6.6,28.0,Senior Data Engineer,Junior
3017.0,HCL Technologies,Senior Data Engineer,4.0,18.0,5.0,30.0,28.0,Senior Data Engineer,Mid
2181.0,Lowe's,Senior Data Engineer,5.0,18.9,16.0,25.0,26.0,Senior Data Engineer,Mid
3474.0,Indium Software,Senior Data Engineer,3.0,15.5,9.0,22.0,26.0,Senior Data Engineer,Mid
5978.0,Target,Senior Data Engineer,3.0,22.1,15.5,30.0,25.0,Senior Data Engineer,Mid
8174.0,Tech Mahindra,Senior Data Engineer,4.0,14.3,7.3,27.0,23.0,Senior Data Engineer,Mid
4095.0,Deloitte,Senior Data Engineer,4.0,16.3,10.5,22.0,23.0,Senior Data Engineer,Mid
4217.0,Amazon,Senior Data Engineer,6.0,32.0,18.0,45.0,19.0,Senior Data Engineer,Senior
3206.0,DXC Technology,Senior Data Engineer,5.0,14.7,9.6,24.2,19.0,Senior Data Engineer,Mid
8759.0,Tiger Analytics,Senior Data Engineer,5.0,22.1,15.0,28.0,19.0,Senior Data Engineer,Mid
3293.0,GE Healthcare,Senior Data Engineer,5.0,17.8,13.0,24.8,18.0,Senior Data Engineer,Mid
1825.0,Morgan Stanley,Senior Data Engineer,6.0,28.8,20.0,36.5,18.0,Senior Data Engineer,Senior
5572.0,EPAM Systems,Senior Data Engineer,4.0,23.1,17.0,27.0,18.0,Senior Data Engineer,Mid
8874.0,NIIT Technologies,Senior Data Engineer,2.0,15.0,14.5,15.5,17.0,Senior Data Engineer,Junior
2545.0,GE,Senior Data Engineer,4.0,19.3,14.0,25.2,16.0,Senior Data Engineer,Mid
8403.0,JLL,Senior Data Engineer,4.0,23.5,16.5,33.0,16.0,Senior Data Engineer,Mid
3114.0,Nagarro,Senior Data Engineer,3.0,24.1,17.0,32.0,16.0,Senior Data Engineer,Mid
3013.0,NIKE,Senior Data Engineer,5.0,31.0,27.0,35.0,16.0,Senior Data Engineer,Mid
6927.0,Micron Technology,Senior Data Engineer,5.0,19.8,12.5,29.0,16.0,Senior Data Engineer,Mid
4999.0,Nokia,Senior Data Engineer,5.0,17.5,13.5,25.0,14.0,Senior Data Engineer,Mid
6789.0,UST,Senior Data Engineer,4.0,14.5,9.3,21.0,14.0,Senior Data Engineer,Mid
3935.0,Wavicle Data Solutions,Senior Data Engineer,0.0,11.8,9.0,15.6,14.0,Senior Data Engineer,
5076.0,KPI Partners,Senior Data Engineer,4.0,17.1,13.5,22.3,14.0,Senior Data Engineer,Mid
8837.0,Happiest Minds Technologies,Senior Data Engineer,5.0,16.3,9.5,24.5,13.0,Senior Data Engineer,Mid
2545.0,BCG,Senior Data Engineer,4.0,24.7,20.1,28.0,13.0,Senior Data Engineer,Mid
3755.0,Infosys,Senior Data Engineer,2.0,8.7,4.5,15.5,13.0,Senior Data Engineer,Junior
4023.0,JP Morgan Chase,Senior Data Engineer,5.0,22.3,11.9,28.0,13.0,Senior Data Engineer,Mid
4444.0,Philips,Senior Data Engineer,2.0,17.5,15.0,22.0,12.0,Senior Data Engineer,Junior
2606.0,Innova Solutions,Senior Data Engineer,7.0,27.1,16.0,40.0,12.0,Senior Data Engineer,Senior
8804.0,Legato Health Technologies,Senior Data Engineer,4.0,16.9,11.0,22.0,12.0,Senior Data Engineer,Mid
5376.0,DUNNHUMBY IT SERVICES INDIA,Senior Data Engineer,2.0,13.2,11.0,18.0,12.0,Senior Data Engineer,Junior
7827.0,Ecolab Digital Center,Senior Data Engineer,5.0,17.1,12.3,19.8,12.0,Senior Data Engineer,Mid
5349.0,Bosch Global Software Technologies,Senior Data Engineer,2.0,13.8,9.0,22.0,11.0,Senior Data Engineer,Junior
7599.0,Maersk Line,Senior Data Engineer,4.0,21.5,16.2,29.5,11.0,Senior Data Engineer,Mid
6436.0,Commonwealth Bank of Australia,Senior Data Engineer,7.0,31.7,20.8,43.1,11.0,Senior Data Engineer,Senior
8010.0,Cisco Systems,Senior Data Engineer,10.0,25.9,22.0,32.0,11.0,Senior Data Engineer,Senior
8941.0,Tredence,Senior Data Engineer,1.0,10.7,8.0,15.0,11.0,Senior Data Engineer,Junior
6194.0,Oracle,Senior Data Engineer,5.0,29.2,15.0,51.0,11.0,Senior Data Engineer,Mid
6057.0,Lenovo,Senior Data Engineer,4.0,13.5,12.0,17.0,10.0,Senior Data Engineer,Mid
5326.0,Photon Interactive,Senior Data Engineer,4.0,8.1,6.4,10.0,10.0,Senior Data Engineer,Mid
4934.0,Intersoft Data Labs,Senior Data Engineer,3.0,29.2,20.0,37.8,10.0,Senior Data Engineer,Mid
5877.0,Lumiq.ai,Senior Data Engineer,3.0,14.0,10.0,17.5,10.0,Senior Data Engineer,Mid
3237.0,Dell,Senior Data Engineer,2.0,13.2,9.2,18.0,10.0,Senior Data Engineer,Junior
8163.0,SpringML,Senior Data Engineer,2.0,11.1,8.5,16.5,10.0,Senior Data Engineer,Junior
7150.0,Verizon,Senior Data Engineer,4.0,17.6,10.0,30.2,9.0,Senior Data Engineer,Mid
4732.0,Dunnhumby,Senior Data Engineer,2.0,13.6,10.0,18.0,9.0,Senior Data Engineer,Junior
5197.0,Hewlett-Packard Enterprise,Senior Data Engineer,3.0,24.9,9.0,35.0,9.0,Senior Data Engineer,Mid
8559.0,Bajaj Finserv,Senior Data Engineer,1.0,14.4,9.7,19.0,9.0,Senior Data Engineer,Junior
6218.0,Ab Inbev,Senior Data Engineer,8.0,26.4,20.0,35.0,9.0,Senior Data Engineer,Senior
2133.0,Collabera Technologies,Senior Data Engineer,4.0,15.1,11.0,25.0,9.0,Senior Data Engineer,Mid
3370.0,GE Aviation,Senior Data Engineer,8.0,18.7,16.0,24.0,9.0,Senior Data Engineer,Senior
4061.0,News Technology Services,Senior Data Engineer,5.0,17.4,12.3,21.0,9.0,Senior Data Engineer,Mid
4700.0,ZS,Senior Data Engineer,2.0,18.6,15.0,23.0,9.0,Senior Data Engineer,Junior
3212.0,NTT DATA,Senior Data Engineer,2.0,19.9,11.0,28.6,9.0,Senior Data Engineer,Junior
8450.0,Koch Business Solutions,Senior Data Engineer,7.0,29.5,23.0,37.0,9.0,Senior Data Engineer,Senior
6502.0,PwC,Senior Data Engineer,4.0,17.0,11.4,24.0,9.0,Senior Data Engineer,Mid
2330.0,McKinsey & Company,Senior Data Engineer,5.0,26.6,19.0,33.0,8.0,Senior Data Engineer,Mid
2302.0,Indegene,Senior Data Engineer,3.0,15.7,10.0,18.8,8.0,Senior Data Engineer,Mid
3901.0,Johnson & Johnson,Senior Data Engineer,4.0,16.4,12.0,21.0,8.0,Senior Data Engineer,Mid
1393.0,Optum Global Solutions,Senior Data Engineer,7.0,18.5,14.5,23.5,8.0,Senior Data Engineer,Senior
5905.0,DBS Bank,Senior Data Engineer,5.0,20.4,14.0,30.0,8.0,Senior Data Engineer,Mid
3309.0,Bank of America,Senior Data Engineer,4.0,16.1,13.5,19.3,8.0,Senior Data Engineer,Mid
3917.0,American Express,Senior Data Engineer,7.0,28.6,22.0,40.0,8.0,Senior Data Engineer,Senior
5663.0,Nisum Technologies,Senior Data Engineer,3.0,20.1,18.0,24.0,8.0,Senior Data Engineer,Mid
7159.0,Mphasis,Senior Data Engineer,5.0,13.8,8.7,20.0,8.0,Senior Data Engineer,Mid
5587.0,Samsung,Senior Data Engineer,4.0,15.2,10.0,21.0,8.0,Senior Data Engineer,Mid
7396.0,MakeMyTrip,Senior Data Engineer,3.0,26.4,17.0,37.0,7.0,Senior Data Engineer,Mid
7499.0,Saama Technologies,Senior Data Engineer,4.0,16.5,13.7,21.2,7.0,Senior Data Engineer,Mid
6005.0,TO THE NEW,Senior Data Engineer,4.0,18.9,18.0,20.0,7.0,Senior Data Engineer,Mid
5448.0,PayPal,Senior Data Engineer,6.0,23.7,19.0,28.0,7.0,Senior Data Engineer,Senior
8883.0,Harman Connected Services,Senior Data Engineer,5.0,19.8,14.0,32.0,7.0,Senior Data Engineer,Mid
7936.0,ITC Infotech India,Senior Data Engineer,4.0,16.8,10.6,21.5,7.0,Senior Data Engineer,Mid
7355.0,IQVIA,Senior Data Engineer,4.0,17.3,13.0,21.5,7.0,Senior Data Engineer,Mid
3402.0,Luxoft,Senior Data Engineer,5.0,19.5,15.0,23.0,7.0,Senior Data Engineer,Mid
6249.0,Paytm,Senior Data Engineer,4.0,25.9,20.0,33.0,7.0,Senior Data Engineer,Mid
8302.0,Citicorp,Senior Data Engineer,4.0,23.1,18.8,28.0,7.0,Senior Data Engineer,Mid
8836.0,Axa XL,Senior Data Engineer,4.0,7.7,7.0,9.2,7.0,Senior Data Engineer,Mid
3856.0,TEKsystems,Senior Data Engineer,5.0,16.4,10.5,26.0,7.0,Senior Data Engineer,Mid
5649.0,HSBC,Senior Data Engineer,5.0,16.1,12.0,20.0,7.0,Senior Data Engineer,Mid
2135.0,AstraZeneca,Senior Data Engineer,9.0,14.0,11.0,19.0,6.0,Senior Data Engineer,Senior
2299.0,BlazeClan Technologies,Senior Data Engineer,4.0,10.0,7.3,11.7,6.0,Senior Data Engineer,Mid
7892.0,Data Semantics,Senior Data Engineer,7.0,15.4,11.0,17.4,6.0,Senior Data Engineer,Senior
8906.0,Birlasoft,Senior Data Engineer,4.0,12.0,8.8,13.5,6.0,Senior Data Engineer,Mid
3042.0,Xpo Logistics,Senior Data Engineer,6.0,16.3,14.0,18.0,6.0,Senior Data Engineer,Senior
7012.0,Renault Nissan Technology & Business Centre India,Senior Data Engineer,5.0,8.2,7.7,9.1,6.0,Senior Data Engineer,Mid
3802.0,DataWeave,Senior Data Engineer,3.0,13.5,11.3,16.0,6.0,Senior Data Engineer,Mid
5650.0,Eli Lilly and Company,Senior Data Engineer,7.0,25.4,17.4,32.0,6.0,Senior Data Engineer,Senior
1056.0,DataMetica,Senior Data Engineer,4.0,13.3,7.5,23.0,6.0,Senior Data Engineer,Mid
1048.0,InfoStretch,Senior Data Engineer,4.0,16.8,10.7,23.0,6.0,Senior Data Engineer,Mid
3863.0,GE Transportation,Senior Data Engineer,8.0,22.2,21.0,23.0,6.0,Senior Data Engineer,Senior
3918.0,Baker Hughes,Senior Data Engineer,8.0,21.4,16.0,27.1,6.0,Senior Data Engineer,Senior
1765.0,Intuit,Senior Data Engineer,8.0,36.599000000000004,26.0,47.0,5.0,Senior Data Engineer,Senior
2816.0,Expedia,Senior Data Engineer,6.0,34.8,27.0,41.3,5.0,Senior Data Engineer,Senior
6860.0,Yash Technologies,Senior Data Engineer,5.0,14.5,10.0,16.0,5.0,Senior Data Engineer,Mid
2110.0,IHS Markit,Senior Data Engineer,6.0,24.0,19.0,27.0,5.0,Senior Data Engineer,Senior
1264.0,Swiss Re,Senior Data Engineer,6.0,20.2,17.0,25.0,5.0,Senior Data Engineer,Senior
4668.0,Dun & Bradstreet,Senior Data Engineer,7.0,18.0,14.2,23.0,5.0,Senior Data Engineer,Senior
1613.0,Siemens Healthineers,Senior Data Engineer,4.0,20.0,14.0,24.0,5.0,Senior Data Engineer,Mid
1188.0,Apar Technologies,Senior Data Engineer,8.0,24.5,21.5,28.0,5.0,Senior Data Engineer,Senior
7288.0,GE Digital,Senior Data Engineer,7.0,16.9,15.0,19.9,5.0,Senior Data Engineer,Senior
2903.0,Riskonnect,Senior Data Engineer,4.0,8.5,7.0,9.8,5.0,Senior Data Engineer,Mid
3356.0,T-Systems,Senior Data Engineer,7.0,21.2,17.5,23.5,5.0,Senior Data Engineer,Senior
8414.0,NCR Corporation,Senior Data Engineer,4.0,16.0,11.3,22.6,5.0,Senior Data Engineer,Mid
3343.0,BA Continuum,Senior Data Engineer,7.0,19.6,17.4,21.0,5.0,Senior Data Engineer,Senior
2769.0,Softcrylic Technology Solutions,Senior Data Engineer,4.0,18.6,10.0,29.5,5.0,Senior Data Engineer,Mid
2156.0,Rakuten,Senior Data Engineer,5.0,23.2,16.6,30.9,5.0,Senior Data Engineer,Mid
1141.0,Honeywell Technology Solutions,Senior Data Engineer,2.0,22.5,20.1,24.0,5.0,Senior Data Engineer,Junior
5628.0,GlobalLogic,Senior Data Engineer,3.0,17.3,10.4,23.1,5.0,Senior Data Engineer,Mid
1241.0,Emirates Airlines,Senior Data Engineer,6.0,36.599000000000004,20.0,51.0,5.0,Senior Data Engineer,Senior
2007.0,ValueLabs,Senior Data Engineer,5.0,19.5,15.0,21.7,5.0,Senior Data Engineer,Mid
7656.0,GEP Worldwide,Senior Data Engineer,4.0,15.5,13.5,17.5,5.0,Senior Data Engineer,Mid
6282.0,Ameriprise Financial,Senior Data Engineer,3.0,11.7,10.0,15.0,5.0,Senior Data Engineer,Mid
5450.0,Gartner India Research and Advisory Services,Senior Data Engineer,3.0,20.0,16.5,24.5,5.0,Senior Data Engineer,Mid
5772.0,Information Evolution,Senior Data Engineer,3.0,3.4,2.5,4.3,5.0,Senior Data Engineer,Mid
1207.0,Alliance Data,Senior Data Engineer,4.0,16.9,14.5,19.0,5.0,Senior Data Engineer,Mid
1241.0,Franklin Templeton International Services,Senior Data Engineer,5.0,18.7,14.2,23.5,5.0,Senior Data Engineer,Mid
7539.0,Boeing,Senior Data Engineer,7.0,22.2,14.0,27.0,5.0,Senior Data Engineer,Senior
6365.0,Kloud 9,Senior Data Engineer,7.0,29.9,24.0,39.0,5.0,Senior Data Engineer,Senior
4492.0,Algonomy,Senior Data Engineer,8.0,15.2,13.5,16.3,5.0,Senior Data Engineer,Senior
3633.0,Tavant Technologies,Senior Data Engineer,4.0,13.7,10.5,16.5,5.0,Senior Data Engineer,Mid
2090.0,Cgi Group,Senior Data Engineer,5.0,12.0,6.5,15.4,5.0,Senior Data Engineer,Mid
6487.0,Societe Generale,Senior Data Engineer,7.0,21.9,12.5,34.5,5.0,Senior Data Engineer,Senior
8400.0,Mr Cooper,Senior Data Engineer,4.0,13.8,9.0,17.0,5.0,Senior Data Engineer,Mid
6787.0,ValueMomentum,Senior Data Engineer,4.0,19.4,12.0,27.0,5.0,Senior Data Engineer,Mid
4075.0,Clairvoyant India,Senior Data Engineer,5.0,16.1,12.0,20.0,5.0,Senior Data Engineer,Mid
3862.0,Mercedes-Benz Research & Development India,Senior Data Engineer,3.0,26.2,11.5,51.0,5.0,Senior Data Engineer,Mid
8290.0,Knoema IT Solutions,Senior Data Engineer,4.0,8.9,5.3,13.0,5.0,Senior Data Engineer,Mid
7450.0,Evalueserve,Senior Data Engineer,4.0,12.5,10.4,17.4,5.0,Senior Data Engineer,Mid
2029.0,Uber,Senior Data Engineer,7.0,36.599000000000004,27.0,51.0,5.0,Senior Data Engineer,Senior
4983.0,GGK Technologies,Senior Data Engineer,5.0,11.2,9.0,14.5,5.0,Senior Data Engineer,Mid
2232.0,Anju Software,Senior Data Engineer,4.0,16.9,6.8,20.0,5.0,Senior Data Engineer,Mid
2936.0,phData,Senior Data Engineer,4.0,20.0,16.0,25.0,5.0,Senior Data Engineer,Mid
3616.0,ACS Solution,Senior Data Engineer,3.0,15.2,13.8,16.4,5.0,Senior Data Engineer,Mid
6775.0,MassMutual,Senior Data Engineer,6.0,19.3,18.3,21.0,5.0,Senior Data Engineer,Senior
7634.0,ConcertAI,Senior Data Engineer,5.0,28.2,22.0,32.0,5.0,Senior Data Engineer,Mid
1776.0,Onepoint IT Consulting,Senior Data Engineer,4.0,10.3,9.6,10.8,4.0,Senior Data Engineer,Mid
1784.0,Sapient Global Markets,Senior Data Engineer,5.0,19.9,15.0,25.0,4.0,Senior Data Engineer,Mid
3278.0,Marlabs,Senior Data Engineer,2.0,14.2,6.7,20.0,4.0,Senior Data Engineer,Junior
4124.0,Red Hat,Senior Data Engineer,2.0,18.9,11.8,26.0,4.0,Senior Data Engineer,Junior
1076.0,EXL Service,Senior Data Engineer,3.0,18.7,13.0,23.6,4.0,Senior Data Engineer,Mid
3422.0,Advance Auto Parts,Senior Data Engineer,7.0,25.7,24.0,28.9,4.0,Senior Data Engineer,Senior
1583.0,Telstra,Senior Data Engineer,7.0,27.6,18.0,32.0,4.0,Senior Data Engineer,Senior
4777.0,GE Power,Senior Data Engineer,8.0,15.4,11.0,22.0,4.0,Senior Data Engineer,Senior
5784.0,Epsilon,Senior Data Engineer,8.0,23.8,16.5,26.8,4.0,Senior Data Engineer,Senior
7490.0,Cimpress,Senior Data Engineer,4.0,20.5,15.0,23.0,4.0,Senior Data Engineer,Mid
3262.0,Senvion,Senior Data Engineer,4.0,12.7,9.0,16.0,4.0,Senior Data Engineer,Mid
4343.0,USEReady,Senior Data Engineer,4.0,14.3,9.4,18.4,4.0,Senior Data Engineer,Mid
4731.0,Milliman,Senior Data Engineer,5.0,19.5,14.1,25.0,4.0,Senior Data Engineer,Mid
4942.0,Blackhawk Network,Senior Data Engineer,5.0,21.8,16.4,25.0,4.0,Senior Data Engineer,Mid
8937.0,Wabtec,Senior Data Engineer,9.0,20.0,19.0,21.0,4.0,Senior Data Engineer,Senior
8506.0,KrazyBee,Senior Data Engineer,3.0,10.3,8.5,15.7,4.0,Senior Data Engineer,Mid
3916.0,Roche Diagnostics,Senior Data Engineer,5.0,33.1,23.5,43.0,4.0,Senior Data Engineer,Mid
3081.0,Fidelity National Information Services,Senior Data Engineer,6.0,20.1,12.0,23.8,4.0,Senior Data Engineer,Senior
6757.0,XL Health,Senior Data Engineer,4.0,9.9,8.5,12.0,4.0,Senior Data Engineer,Mid
4714.0,ADP Solutions,Senior Data Engineer,4.0,14.3,11.6,19.0,4.0,Senior Data Engineer,Mid
8979.0,Hexaware Technologies,Senior Data Engineer,8.0,18.4,13.0,22.8,4.0,Senior Data Engineer,Senior
3261.0,Citibank,Senior Data Engineer,6.0,18.2,14.0,20.0,4.0,Senior Data Engineer,Senior
2509.0,Akamai Technologies,Senior Data Engineer,5.0,24.1,21.8,25.1,4.0,Senior Data Engineer,Mid
5427.0,Quest Global,Senior Data Engineer,8.0,20.3,17.0,24.0,4.0,Senior Data Engineer,Senior
8730.0,TCS,Machine Learning Engineer,1.0,5.8,4.0,9.3,193.0,Machine Learning Engineer,Junior
7970.0,Quantiphi Analytics Solutions,Machine Learning Engineer,1.0,11.2,7.4,15.0,174.0,Machine Learning Engineer,Junior
3670.0,Accenture,Machine Learning Engineer,2.0,9.9,5.4,15.2,61.0,Machine Learning Engineer,Junior
5039.0,Wipro,Machine Learning Engineer,1.0,5.9,3.5,13.0,45.0,Machine Learning Engineer,Junior
4623.0,Tiger Analytics,Machine Learning Engineer,0.0,13.6,9.0,22.0,37.0,Machine Learning Engineer,
6359.0,Capgemini,Machine Learning Engineer,2.0,6.3,4.5,12.1,29.0,Machine Learning Engineer,Junior
3690.0,Infosys,Machine Learning Engineer,2.0,6.7,4.3,14.7,28.0,Machine Learning Engineer,Junior
5388.0,Cognizant,Machine Learning Engineer,1.0,8.0,4.0,15.2,28.0,Machine Learning Engineer,Junior
8641.0,HCL Technologies,Machine Learning Engineer,0.0,8.3,4.2,14.0,21.0,Machine Learning Engineer,
7359.0,Tech Mahindra,Machine Learning Engineer,1.0,7.3,3.9,16.2,20.0,Machine Learning Engineer,Junior
8279.0,IBM,Machine Learning Engineer,3.0,9.3,4.5,13.2,18.0,Machine Learning Engineer,Mid
5845.0,Deloitte,Machine Learning Engineer,2.0,13.7,8.3,21.0,14.0,Machine Learning Engineer,Junior
8614.0,Amazon,Machine Learning Engineer,1.0,12.5,4.2,28.5,13.0,Machine Learning Engineer,Junior
5078.0,Qualcomm,Machine Learning Engineer,0.0,19.4,12.0,29.8,12.0,Machine Learning Engineer,
1639.0,OptiSol Business Solutions,Machine Learning Engineer,0.0,5.6,3.5,8.5,11.0,Machine Learning Engineer,
5795.0,Mindtree,Machine Learning Engineer,1.0,5.3,3.5,7.0,10.0,Machine Learning Engineer,Junior
2328.0,Virtusa Consulting Services,Machine Learning Engineer,0.0,5.1,4.0,9.0,9.0,Machine Learning Engineer,
5245.0,Ford Motor,Machine Learning Engineer,2.0,11.8,7.5,16.0,9.0,Machine Learning Engineer,Junior
4868.0,Samsung Research,Machine Learning Engineer,1.0,17.4,11.0,25.0,9.0,Machine Learning Engineer,Junior
7490.0,DXC Technology,Machine Learning Engineer,2.0,7.3,4.0,11.0,8.0,Machine Learning Engineer,Junior
5325.0,UST,Machine Learning Engineer,2.0,6.7,5.0,9.0,8.0,Machine Learning Engineer,Junior
6058.0,Reliance jio,Machine Learning Engineer,2.0,9.2,5.5,15.0,8.0,Machine Learning Engineer,Junior
6517.0,Straive,Machine Learning Engineer,3.0,9.3,4.5,13.5,8.0,Machine Learning Engineer,Mid
2325.0,e-Zest,Machine Learning Engineer,0.0,4.5,2.1,7.0,7.0,Machine Learning Engineer,
6763.0,Trantor,Machine Learning Engineer,1.0,9.4,7.0,16.5,7.0,Machine Learning Engineer,Junior
5830.0,JP Morgan Chase,Machine Learning Engineer,3.0,16.9,13.0,22.0,7.0,Machine Learning Engineer,Mid
8422.0,Freelancer.com,Machine Learning Engineer,0.0,5.1,2.0,8.4,7.0,Machine Learning Engineer,
5862.0,Jio Platforms,Machine Learning Engineer,0.0,10.9,6.7,16.8,7.0,Machine Learning Engineer,
3105.0,Monsoon CreditTech,Machine Learning Engineer,0.0,9.6,7.0,12.0,6.0,Machine Learning Engineer,
3086.0,L&T Technology Services,Machine Learning Engineer,1.0,5.3,4.4,7.0,6.0,Machine Learning Engineer,Junior
3394.0,Sysark,Machine Learning Engineer,1.0,3.7,3.1,4.5,6.0,Machine Learning Engineer,Junior
7499.0,Lucida Technologies,Machine Learning Engineer,1.0,3.6,3.3,4.3,6.0,Machine Learning Engineer,Junior
7243.0,Ignitarium Technology Solutions,Machine Learning Engineer,0.0,5.8,5.0,7.0,6.0,Machine Learning Engineer,
2489.0,Oracle,Machine Learning Engineer,1.0,20.7,20.0,22.0,6.0,Machine Learning Engineer,Junior
