reference_no,company_name,job_title,min_experience,avg_salary,min_salary,max_salary,num_of_jobs,job_title_normalized,experience_level
6012.0,Samsung,Machine Learning Engineer,0.0,16.8,14.0,21.5,6.0,Machine Learning Engineer,
8657.0,Sri Ayyan Kendra Vidyalaya International School,Machine Learning Engineer,1.0,6.1,2.3,10.0,5.0,Machine Learning Engineer,Junior
6584.0,Reflections Info Systems,Machine Learning Engineer,1.0,3.6,3.0,4.5,5.0,Machine Learning Engineer,Junior
6406.0,Qualitas Technologies,Machine Learning Engineer,1.0,4.7,2.8,7.0,5.0,Machine Learning Engineer,Junior
3804.0,Allstate,Machine Learning Engineer,5.0,12.1,11.2,13.0,5.0,Machine Learning Engineer,Mid
1576.0,Barclays,Machine Learning Engineer,3.0,19.4,9.0,29.1,5.0,Machine Learning Engineer,Mid
2744.0,Ericsson,Machine Learning Engineer,2.0,11.9,6.2,18.5,5.0,Machine Learning Engineer,Junior
5013.0,Confidential,Machine Learning Engineer,1.0,7.4,5.9,9.0,5.0,Machine Learning Engineer,Junior
3456.0,Taglr Technologies,Machine Learning Engineer,0.0,6.3,4.5,10.0,5.0,Machine Learning Engineer,
6525.0,Takvaviya Analytics,Machine Learning Engineer,1.0,4.8,4.2,5.3,5.0,Machine Learning Engineer,Junior
1304.0,AAIC Technologies,Machine Learning Engineer,0.0,9.1,6.0,14.8,5.0,Machine Learning Engineer,
2171.0,CIMCON Software,Machine Learning Engineer,2.0,6.6,3.0,10.0,5.0,Machine Learning Engineer,Junior
6484.0,Siemens,Machine Learning Engineer,3.0,11.7,6.0,16.0,5.0,Machine Learning Engineer,Mid
1122.0,Fractal Analytics,Machine Learning Engineer,4.0,19.4,15.0,25.0,5.0,Machine Learning Engineer,Mid
6142.0,Metagogy Learning Systems,Machine Learning Engineer,0.0,3.7,3.0,4.2,5.0,Machine Learning Engineer,
1869.0,EEGRAB,Machine Learning Engineer,1.0,5.1,3.5,7.2,5.0,Machine Learning Engineer,Junior
7698.0,Digitalmain,Machine Learning Engineer,1.0,4.4,3.0,5.8,5.0,Machine Learning Engineer,Junior
5256.0,Danaher,Machine Learning Engineer,6.0,24.8,24.0,26.0,5.0,Machine Learning Engineer,Senior
1064.0,Phenom,Machine Learning Engineer,1.0,12.6,9.0,16.0,5.0,Machine Learning Engineer,Junior
4348.0,Orange Business Services,Machine Learning Engineer,5.0,16.1,15.0,18.0,4.0,Machine Learning Engineer,Mid
5584.0,Calsoft,Machine Learning Engineer,1.0,10.9,6.0,25.0,4.0,Machine Learning Engineer,Junior
1151.0,Hewlett-Packard Enterprise,Machine Learning Engineer,2.0,23.3,7.0,40.0,4.0,Machine Learning Engineer,Junior
5171.0,Datamatics Global Services,Machine Learning Engineer,1.0,5.1,3.1,8.0,4.0,Machine Learning Engineer,Junior
4016.0,Techolution,Machine Learning Engineer,4.0,10.0,7.0,14.0,4.0,Machine Learning Engineer,Mid
8875.0,Intel,Machine Learning Engineer,1.0,14.4,10.5,16.1,4.0,Machine Learning Engineer,Junior
6274.0,Accenture,Data Architect,8.0,24.6,15.8,33.0,55.0,Data Architect,Senior
6618.0,TCS,Data Architect,8.0,19.9,13.0,30.0,49.0,Data Architect,Senior
2337.0,Fiserv,Data Architect,3.0,11.2,8.4,18.4,47.0,Data Architect,Mid
2022.0,IBM,Data Architect,10.0,19.6,13.5,29.0,44.0,Data Architect,Senior
4135.0,Cognizant,Data Architect,10.0,19.6,15.0,25.5,42.0,Data Architect,Senior
3034.0,Wipro,Data Architect,8.0,20.2,13.0,27.5,29.0,Data Architect,Senior
6142.0,Globant,Data Architect,4.0,21.2,15.5,32.0,21.0,Data Architect,Mid
1839.0,Capgemini,Data Architect,10.0,22.6,16.0,32.0,19.0,Data Architect,Senior
3084.0,Tech Mahindra,Data Architect,13.0,17.3,11.2,25.0,12.0,Data Architect,Executive
8450.0,HCL Technologies,Data Architect,13.0,23.1,16.6,31.0,10.0,Data Architect,Executive
8451.0,UST,Data Architect,9.0,26.8,16.0,45.0,9.0,Data Architect,Senior
1314.0,Adobe,Data Architect,9.0,32.6,27.0,37.0,8.0,Data Architect,Senior
2672.0,Cgi Group,Data Architect,8.0,23.9,17.0,30.6,8.0,Data Architect,Senior
7853.0,Infosys,Data Architect,13.0,19.8,11.9,32.0,8.0,Data Architect,Executive
1848.0,JP Morgan Chase,Data Architect,8.0,35.1,27.0,45.0,8.0,Data Architect,Senior
8820.0,Genpact,Data Architect,7.0,26.1,15.0,37.0,7.0,Data Architect,Senior
8211.0,Ernst & Young,Data Architect,8.0,23.5,20.0,27.7,6.0,Data Architect,Senior
3608.0,Deloitte,Data Architect,11.0,27.6,21.2,32.3,6.0,Data Architect,Executive
2239.0,PepsiCo,Data Architect,10.0,33.6,26.1,49.0,6.0,Data Architect,Senior
3202.0,Anthology,Data Architect,11.0,25.5,25.0,26.3,6.0,Data Architect,Executive
1941.0,DXC Technology,Data Architect,14.0,19.8,15.5,24.0,5.0,Data Architect,Executive
4478.0,Atos,Data Architect,12.0,22.8,17.2,35.7,5.0,Data Architect,Executive
8902.0,ValueLabs,Data Architect,9.0,22.5,21.0,26.7,5.0,Data Architect,Senior
4813.0,Barclays,Data Architect,15.0,30.4,27.0,30.7,5.0,Data Architect,Executive
2588.0,Ericsson,Data Architect,8.0,17.5,12.8,26.5,5.0,Data Architect,Senior
7967.0,Vodafone Idea,Data Architect,10.0,25.8,21.3,30.0,5.0,Data Architect,Senior
6303.0,IQVIA,Data Architect,8.0,28.6,25.0,34.0,5.0,Data Architect,Senior
3861.0,Amdocs,Data Architect,5.0,12.5,9.9,16.1,5.0,Data Architect,Mid
7616.0,Mindtree,Data Architect,10.0,20.5,17.5,23.0,5.0,Data Architect,Senior
7678.0,Mphasis,Data Architect,13.0,20.9,14.0,32.0,5.0,Data Architect,Executive
1377.0,PwC,Data Architect,8.0,21.6,13.0,32.0,5.0,Data Architect,Senior
5109.0,Happiest Minds Technologies,Data Architect,12.0,27.6,26.5,29.0,4.0,Data Architect,Executive
5994.0,Shell,Data Architect,14.0,35.7,27.0,38.0,4.0,Data Architect,Executive
6714.0,Fidelity International,Data Architect,8.0,36.599000000000004,23.4,51.0,4.0,Data Architect,Senior
2842.0,Maveric Systems,Data Architect,9.0,19.0,19.0,19.0,4.0,Data Architect,Senior
5485.0,Webhelp,Data Architect,5.0,12.0,7.5,18.0,4.0,Data Architect,Mid
3847.0,Bajaj Finserv,Data Architect,6.0,33.1,19.0,42.5,4.0,Data Architect,Senior
1379.0,GlobalLogic,Data Architect,10.0,25.5,22.7,28.5,4.0,Data Architect,Senior
1999.0,L&T Infotech,Data Architect,11.0,24.8,20.5,33.5,4.0,Data Architect,Executive
7143.0,Ab Inbev,Data Architect,14.0,29.8,26.1,31.0,4.0,Data Architect,Executive
1125.0,Automatic Data Processing,Data Architect,7.0,36.5,14.0,51.0,4.0,Data Architect,Senior
5862.0,Brillio,Data Architect,14.0,28.3,25.0,38.0,4.0,Data Architect,Executive
3083.0,Whishworks It Consulting,Data Architect,13.0,29.8,20.0,37.0,4.0,Data Architect,Executive
1459.0,ITC Infotech India,Data Architect,12.0,29.0,19.8,40.0,4.0,Data Architect,Executive
8528.0,IVY Comptech,Data Architect,12.0,21.8,17.0,29.0,4.0,Data Architect,Executive
3456.0,Collabera Technologies,Data Architect,8.0,17.0,12.0,23.1,4.0,Data Architect,Senior
7737.0,Coforge,Data Architect,7.0,27.1,18.5,39.0,4.0,Data Architect,Senior
5920.0,Hitachi,Data Architect,21.0,36.599000000000004,25.0,50.0,3.0,Data Architect,Executive
8388.0,GE Power,Data Architect,7.0,16.7,14.9,19.0,3.0,Data Architect,Senior
1385.0,T-Systems,Data Architect,16.0,33.3,27.0,34.0,3.0,Data Architect,Executive
